name,description,address,phone,email,website,latitude,longitude,image_url,gallery,tags,rating,review_count,google_maps_url,categories,booking_type,affiliate_link
Fami Homestay,"Fami Homestay is a welcoming, family-run guesthouse nestled in Sơn Trạch, about 2 km from Phong Nha town center and the visitor center. It offers a tranquil garden and terrace setting where guests can relax after a day of exploring local caves. Accommodation includes air-conditioned private rooms and dorm beds, with shared amenities such as free Wi‑Fi, a café, a small playground, and complimentary bicycle use. With friendly 24‑hour reception, pet‑friendly policies, and easy access to tours and transport, it's a comfortable and convenient choice for travelers wanting both value and local charm.","Cù Lạc 1, Bố Trạch District, Quảng Bình",+84 942 808 823,,,17.6165394,106.3215641,https://lh3.googleusercontent.com/p/AF1QipP38f2g_vR-Dhwwm5NycIrtbfFnIqAYuJ5Pl_um=w1920-h1080-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqkSjonq0RYOwL6xqf_21Ce2mfNBDD1kY007QiegJj0-Sv19NLaSRlnl-DlVAG74Z6FryLu3hb8-ZZpuJvOCU2w29zsaWYPtb4bj2DJqUh-08kjuCBu3eZFdOzwwzfIqX_t_n_k=w1920-h1080-k-no,,4.3,29,https://maps.app.goo.gl/jqtGfrZhsaeiv8Ui6,Accommodation,none,
Geminai Restaurant,"Geminai Restaurant is a vibrant Thai-style bistro situated along the peaceful riverside of Đồng Hới, offering guests a cozy and inviting dining experience. The menu features a creative fusion of authentic Thai flavors—including standout items like pineapple fried rice, spicy stir-fries, and a rich Thai hotpot—with a few Western-style dishes such as uniquely seasoned burgers. Known for warm hospitality and attentive service, it’s a favorite among locals and travelers alike. With clean, stylish interiors, relaxed outdoor seating, and fair prices, it’s a great choice for a flavorful meal after sightseeing in Đồng Hới.",56 Nguyễn Du,+84 232 3938 888,,,17.476995,106.6235161,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/41/20/4f/a-tropical-house.jpg?w=1900&h=1400&s=1,https://images.trvl-media.com/lodging/16000000/15730000/15727300/15727285/231cd51b_z.jpg,,4.1,652,https://maps.app.goo.gl/5zuBVFdqF9vbhYm2A,Food & Drink,none,
Genkan Vegan Cafe,"Genkan Vegan Cafe is a cozy plant‑based café tucked away on a quiet street in Đồng Hới. The menu features a variety of vegan and vegetarian dishes, from fresh salads and rice noodles to flavorful stir‑fried vegetables and tofu. The atmosphere is calm and inviting, with greenery and warm décor that make it a relaxing place to enjoy a meal. Friendly service and wholesome food make it a top choice for health‑conscious travelers visiting Quảng Bình.",Đường 56 Dương Văn An,+84 989 631 186,,,17.4745151,106.6219824,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrN0cYkfyYzb63qm-qdES32JizgIRsujY8uLWSk6cz66vn6B4pSknd8s-2-H7PITnfgygxhtdAhDq5qMQ1IggHQuKzJe_inK2wmuCSUryT0lEn0_bC94jCk6tG4TbrI1kPSKGqDpb1QzOG4=w1920-h1080-k-no,https://lh3.googleusercontent.com/p/AF1QipMhqFLmRBihs0P3zpWbkZNi6KjuePA3C3k11xRH=w1920-h1080-k-no,"vegan,",4.6,93,https://maps.app.goo.gl/3y4v9sKoiikNHutLA,Food & Drink,none,
Gold Coast Hotel Resort & Spa,"Gold Coast Hotel Resort & Spa is a luxurious beachfront escape on the Bao Ninh Peninsula, offering stunning views of the East Sea and Nhật Lệ River. The resort features spacious rooms, suites, and villas, many with private balconies overlooking the ocean or tropical gardens. Guests can enjoy a private beach, large swimming pools, a full-service spa, multiple restaurants, tennis courts, and a kids’ club. With excellent service, modern amenities, and a peaceful atmosphere, it’s an ideal choice for both relaxation and exploring Phong Nha.",Đường Võ Nguyên Giáp,+84 232 6256 666,,http://www.goldcoastquangbinh.com/,17.4666076,106.6405238,https://lh3.googleusercontent.com/p/AF1QipPTQ-xFK1kQ6KpX_Nns9UzfVKLIgbyGdEw9BFe_=w1920-h1080-k-no,https://lh3.googleusercontent.com/p/AF1QipNCT5R1ckU0yZTD0gMQ2mhb-cjnknfUWWxRbcTX=w1920-h1080-k-no,,4.6,1577,https://maps.app.goo.gl/KrCgqcScdfSsJ4Ro8,Accommodation,affiliate,https://www.agoda.com/partners/partnersearch.aspx?pcs=1&cid=1945129&hl=en-us&hid=2172456
Green Riverside Cosy Home   ,"Green Riverside Cosy Home is a tranquil riverside guesthouse nestled in Sơn Trạch, offering peaceful views of the Sông Son and surrounding limestone hills. Bright and comfortable private rooms and dorms often feature balconies or terraces overlooking gardens, river, or verdant landscape. Guests can relax at the outdoor terrace by a fireplace or dine on local dishes beneath shady trees, with free Wi‑Fi, bike rentals, and warm local hospitality. A serene, well-located base for both rest and exploration of Phong Nha’s caves and countryside.","ĐT20, Sơn Trạch, Bố Trạch, Quảng Bình 311860, Vietnam",84778508898,,http://www.greenriverphongnha.com/,17.60320162,106.2982736,https://lh3.googleusercontent.com/p/AF1QipM4iS9wal09ogS4akH2uppCyOHjwE0JKvMW8j6Y,,,4.8,771,https://maps.app.goo.gl/ynR9fKRqssJkoQk27,Accommodation,affiliate,https://www.agoda.com/partners/partnersearch.aspx?pcs=1&cid=1945129&hl=en-us&hid=5859479
Greenfield Ecostay,"Greenfield Ecostay is a serene, eco-friendly homestay set in vibrant green rice fields just a few kilometers outside Phong Nha town. This small retreat, managed by a Belgian–Vietnamese couple, features just ten rooms and cozy bungalows surrounded by flowering gardens and mountain views. A standout is the infinity pool overlooking the countryside, inviting guests to unwind in absolute peace. Guests enjoy home-cooked meals using organic produce, free bike and scooter rentals, and warm hospitality that makes it feel like a countryside home.","Hưng Trạch, Bố Trạch District, Quảng Bình",+84 348 402 300,,https://greenfieldecostayphongnha.com/,17.6220277,106.3528582,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrnrZzIdkVxxSfmfcTmkRv8L8wzB8sKTucqLwc3ooYiob3YQlfuBW1y_3nZveG3_PoCUW1iiedzkiv83bW8JsNssqF3dTyFjKzQJBnfyPggAmpj_P062AKJ7FzzfSCzzfqZDwKg=w1920-h1080-k-no,https://lh3.googleusercontent.com/p/AF1QipNEdHH3VFYGUKvR_gXftKwOdRrICsxllCNLoyJ1=w1920-h1080-k-no,,5,117,https://maps.app.goo.gl/f4JSX7k7zqLNZCkc7,Accommodation,affiliate,https://www.agoda.com/partners/partnersearch.aspx?pcs=1&cid=1945129&hl=en-us&hid=5812992
Ha Linh Restaurant,"Ha Linh Restaurant is a spacious, well‑ventilated dining spot located in Phúc Trạch (Bố Trạch District), serving a wide range of Vietnamese favorites including rice dishes (cơm), noodle soups, bún bò Huế, bún chả, and more . Its standout dish is roasted suckling pig, featuring crispy golden skin and tender, aromatic meat that impresses guests with both flavor and presentation .","H7J3+4P8, QL15, Phúc Trạch, Bố Trạch, Quảng Bình, Vietnam",84915932400,,,17.58258,106.2551164,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nowha86hsORI8TcWLnx43oBfAUsW-GyvGcUfabDA8D_SKU0zP_4GievepzPJycu0jz7_tRzoBaRz3nX3hQO81c9Va_ZDXv8zvAG1sdEuKOko6HO5YLuStH2DKPeZLNuHjgaXFRl,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqaUNAmRyUgmmZL2XAwFRHlSNSA4ns60SwSFInGmdVB7nnjcvJh66hFaJIGf6eGn2vMZDpDP0kix8ROR8a48kEd6ZUUjCT_qsCMh5vdKQ5sZIpWorYaLL9dnhAcwUGWhcjxCmo,,3.4,74,https://maps.app.goo.gl/j4JcFGfuQd36pVAA8,Food & Drink,none,
Hải Âu Hotel and Apartment,"Hải Âu Hotel & Apartment is a comfortable, family‑run property located a short walk from Nhật Lệ Beach in Đồng Hới. The hotel offers air‑conditioned rooms with private bathrooms, flat‑screen TVs, and some with views of the river, garden, or surrounding neighborhood. Guests can enjoy free parking, 24‑hour reception, and helpful service that often includes local travel advice and tour arrangements. With clean rooms, friendly hospitality, and a convenient location, it’s a great value choice for travelers exploring Đồng Hới and Phong Nha.","Bảo Xuân, Dong Hoi, Quảng Bình",+84 905 095 073,,,17.4751838,106.6321317,https://lh3.googleusercontent.com/p/AF1QipOjt8kCwKsHCGiX3N_MjMcTxE9LN6Thzxrl0K-J=w1920-h1080-k-no,https://lh3.googleusercontent.com/p/AF1QipOdGzZIRlq9IoE-hvHASSkN_y4mndj8U-j3z5xY=w1920-h1080-k-no,,3.5,87,https://maps.app.goo.gl/U7aX9MdwgWsJxDAH7,Accommodation,affiliate,https://www.agoda.com/partners/partnersearch.aspx?pcs=1&cid=1945129&hl=en-us&hid=74631424
Hang Sơn Đoòng,"The menu showcases regional specialties and mountain‑to‑sea ingredients, such as snakehead fish hotpot and bamboo‑shoot dishes, delivered in generous portions that offer excellent value . Set in a family‑run, welcoming environment, the service is warm and attentive—with a reputation for being a reliable and satisfying meal stop after a day of touring or hiking in the national park .","Tân Trạch, Bố Trạch District, Quảng Bình",,,https://sondoongcave.info/,17.4647924,106.2873939,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npv2txq7abBCp5MCH7uRu9CR1ZnV_EzTa-Ze4eJ6_w0L4s_OIQUirHNkBAv_cF7SzXVZFstHPLw8gaFwTlseSI5k9bY4Md7zLMkqAMCpXoHEWsC2cpsR4zsrKwj5cN_PzdYysaki650LPCl=w1920-h1080-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4norUSV8j1UrozPQ0sJwEXnjYTdgktkWU5a5vPRrsru2VV4jkWVQtTR0t0M4BI8FcDxvsBowTFpnOERnXevT9aac1UwhczSCvcbU4pQwxt5MFj39P-HpyJxariyx6oZSxCH9xpHG=w1920-h1080-k-no,,4.7,1062,https://maps.app.goo.gl/QxhnxBMJytahz2rWA,Cave,none,
Hang Trạ Ang,"Hang Trạ Ang is a beautiful cave in Phong Nha–Kẻ Bàng National Park, known for its crystal‑clear underground river and dramatic limestone formations. The cave stretches over 600 meters and features wide passages filled with turquoise water. Visitors reach it via a scenic jungle trek, often combined with swimming or kayaking through the cave’s river. The surrounding Trạ Ang Valley adds to the adventure, with lush forest trails, wildlife, and peaceful picnic spots, making it a perfect off‑the‑beaten‑path experience.","F7X6+FRV, Tân Trạch, Bố Trạch, Quảng Bình",,,,17.498748,106.262047,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrVufqM0by__DWFjAjpnvfLDnIrIc2FFKnfazEaZ9ZzWPxZTaTdw-4pECHxzW67-YRVEOBfDoo2IZ62CUXVwHKUR2brKYNQnUKqmmtF-5RtD9wMxyzUzJ9ICIUOygsbiR3tXeuFWA=w1920-h1080-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npWriMrKza_X_8bGI5B0nb1Qa8yWIB9ks3fwn8CLcZHrK00pBgjvwYrCbi5JNieOgCIG-RUTZva4Sw-Bg-XyL6hQ3-feIlRv_9BDBCktJjgLci5dqNsOTlDkR6kP0TtbLomeFNv=w1920-h1080-k-no,,4.8,81,https://maps.app.goo.gl/2K3i5U9PNJt6C2Zk8,Cave,none,
Hang Va Cave,"Hang Va Cave is a remote and striking river cave located in the heart of Phong Nha–Kẻ Bàng National Park, close to the Son Doong system. It is famous for its extraordinary conical stalagmites, known as “tower cones,” and stunning emerald pools that make it one of the most geologically unique caves in Vietnam. The standard expedition involves a two‑day, one‑night adventure with jungle trekking, stream crossings, swimming through cave passages, and climbing vertical sections with safety harnesses. With its pristine formations, challenging terrain, and limited annual access, Hang Va offers an unforgettable experience for fit travelers seeking a true wilderness adventure.","F7RJ+FGR, Hồ Chí Minh Tây, Tân Trạch, Bố Trạch, Quảng Bình, Vietnam",,,,17.49145484,106.2812565,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrbeF-HYls1HGmUQjzSvsGxSVA2UL_NP7F1vNs2-kdVu8WqGyESzmGlh0uCr7WMd0-UWSAUK9C6rXCZiTCD8NllUOzfMjUZXRc_Kk9OcHwDoMdPQnZQ-21JQJWAigsK7-1QRMk,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nplRcgM7wld6_vtEqioqsmOfI4QIwFPZv3AVhiGxi6Av1BZhqk4UpYH1CkhpFd-T1NZDUz_C23kFoBeUej4ilThbJoxgu7rfu2idUqOr7dUhQdyYgr8ndBep-jH7phmi30dEwFUiA,,4.8,29,https://maps.app.goo.gl/yMVSPXnbnbn2mqkx9,Cave,none,
Hưng Phát Bungalow,"Hưng Phát Bungalow is a peaceful retreat set among rice paddies and karst mountains just a few kilometers from Phong Nha town. The property offers cozy bungalows and family rooms with air‑conditioning, private bathrooms, and balconies overlooking the pool or garden. Guests can relax by the outdoor pool, enjoy the quiet countryside, and make use of free bicycles to explore the area. Friendly hosts, fresh breakfasts, and a tranquil setting make it an excellent base for discovering the caves and nature of Phong Nha.","Thôn, Cù Lạc 1, Bố Trạch, Quảng Bình",+84 393 514 028,,https://xn--hng-pht-mwa17p.bedsandhotels.com/,17.617028,106.3234818,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq0rbdgZnQcdRu_uNyTj87bR5Jy2SRQBWyO0xd05LwnKYmqkeNxQHNACPmnBpD8xSKuPr739mMAYZ47sCzp5Am6O41zqsHUL9qWXHCp6Sphptr9F5TVlso1M9iRDoSJjHm4sfzt0w=w1920-h1080-k-no,https://images.trvl-media.com/lodging/33000000/32550000/32547600/32547578/798cc3c4_z.jpg,,4.9,195,https://maps.app.goo.gl/RhSJW1kTHXf5H2hu5,Accommodation,affiliate,https://www.agoda.com/partners/partnersearch.aspx?pcs=1&cid=1945129&hl=en-us&hid=6377771
Jungle Boss Trekking Tours Headquarters,"Jungle Boss Trekking Tours Headquarters is the central base for guided adventure tours in Phong Nha–Kẻ Bàng National Park. Located near Phong Nha town, it serves as the meeting point for group briefings, equipment preparation, and safety checks before heading into the jungle. From here, guests set out on popular treks such as Elephant Cave, Ma Da Valley, Hang Pygmy, and Kong Collapse. Known for professional guides, small group sizes, and excellent organization, Jungle Boss is a trusted choice for adventurous travelers.","Thôn, Cù Lạc 1, Quảng Bình 511860, Vietnam",84917800805,,https://junglebosstours.com/,17.61592251,106.3239569,https://lh3.googleusercontent.com/p/AF1QipNhusTbYtutZ4aS1TEQy-RWaCwxnM9KYb2BJa7T,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npjAwo16fJpOMK52OEuDggV-gPgMmNMPfmTIDm4Vf2FQgV4L5HO8hH7S_fA_kvRAfKWCncN-F1Tc_RgSN7xOJm9OUldB_VwOVpXAuB1QNwxZDZGOJQ_Pj8ZVQL-5eomNvj1XeSQ,,4.8,649,https://maps.app.goo.gl/Rt99MvNkCEiU8QTYA,Tour,none,
Karst Villas Phong Nha,"Karst Villas Phong Nha is a boutique retreat set in a quiet village surrounded by rice paddies and dramatic karst mountains, just minutes from the national park. The property features modern villas and rooms, many with balconies or terraces offering sweeping countryside views. Guests can relax by the infinity‑style pool, enjoy the garden lounge, and dine at the on‑site restaurant and bar. With comfortable rooms, bike rentals, and warm hospitality, it’s an ideal base for exploring the caves and natural beauty of Phong Nha.","Unnamed Road, Bố Trạch, Quảng Bình",+84 857 788 789,,,17.6105804,106.3362503,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr4s_ALXvwrkkIMrjVOom_2v53ofxA0SbONP7ouFgKfq9W2XGw5bmI4rvs8l5LOmyltMUe6Olz2OTpa2P9u2CgN0QuUj16NdSbOiWXNSOOnCOQfujgKzTIofLRZ9E03UcNau1PR7A=w1920-h1080-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nripXs2uTzW28ImGuXqqFfUt2loTzNXLdb3msvvPoTSp9pqD6PBnJrVTvk7ziFim9loMBc4Xlb_Pg0OWjNgsJZbIuP5ue208vK53ssh6txr76-OGe6n-ptSmkD2aTQPpbzjd-JuOQ=w1920-h1080-k-no,,4.7,240,https://maps.app.goo.gl/gdaUN6c5PVXfTJfU6,Accommodation,affiliate,https://www.agoda.com/partners/partnersearch.aspx?pcs=1&cid=1945129&hl=en-us&hid=28084550
Khách sạn Trung Trầm,"Khách sạn Trung Trầm is a modern 4‑star hotel in Bảo Ninh, just a short walk from Nhật Lệ Beach and close to Đồng Hới city center. The hotel offers spacious, well‑appointed rooms with air‑conditioning, flat‑screen TVs, minibars, and private bathrooms, some with city views. Amenities include an indoor pool, shared lounge areas, and free parking, along with friendly, attentive service. With its convenient location and comfortable facilities, it’s a solid choice for travelers looking to combine beach relaxation with exploring Phong Nha.","27-29 Hoàng Đạo Thuý, Bảo Ninh, Đồng Hới, Quảng Bình, Vietnam",84357370886,,,17.4588517,106.6431075,https://lh3.googleusercontent.com/p/AF1QipP3KdoSNJwl3lmJdBI576vNc4xYWVVEBd15F4Hu,,,4.7,28,https://maps.app.goo.gl/MsvWXHcdjJgFAhcf8,Accommodation,affiliate,https://www.agoda.com/partners/partnersearch.aspx?pcs=1&cid=1945129&hl=en-us&hid=59675952
Lena Homestay & Villa,"Lena Homestay & Villa is a stylish, family-run property in the Đồng Mỹ area of Đồng Hới, within a pleasant 10‑minute walk to Nhật Lệ Beach. The tastefully decorated rooms—including garden‑view twins and deluxe doubles—are spotlessly clean, spacious, and well-maintained, with air-conditioning, private bathrooms, and thoughtful amenities. Guests appreciate the quiet and leafy location, friendly hosts offering practical help like tour and transport tips, and easy access to café-lined streets and riverside promenades. With excellent value, personalized hospitality, and a convenient location, it’s a top choice for travelers seeking a peaceful yet accessible stay.","110 Dương Văn An, Đồng Mỹ, Đồng Hới, Quảng Bình, Vietnam",84858515403,,,17.47728522,106.6216877,https://lh3.googleusercontent.com/p/AF1QipMeL1cq_-cuSiYYdNNG2kRkRZ9N9d9Ii69i6hds,,,4.6,33,https://maps.app.goo.gl/tVfPVWAnokRAuXcL7,Accommodation,affiliate,https://www.agoda.com/partners/partnersearch.aspx?pcs=1&cid=1945129&hl=en-us&hid=38149130
Lotus Restaurant - Phong Nha,"Lotus Restaurant is a scenic riverside dining spot just outside Phong Nha, surrounded by lush gardens and tranquil water views. The menu blends Vietnamese and Southeast Asian flavors, with specialties like banana flower salad, mango salad, cashew tofu, and bamboo‑tube chicken, all known for their freshness and colorful presentation. Guests praise the friendly, attentive service and the relaxing atmosphere, making it a favorite choice for a memorable meal in the area.","Cù Lạc 1, Bố Trạch District, Quảng Bình, Vietnam",,,,17.61910062,106.3380589,https://lh3.googleusercontent.com/p/AF1QipP0Fb01R6RqqFM5ludmqeyQKiLGEILr3gzNLdmn,,,5,392,https://maps.app.goo.gl/c3Zw3fKcRrQsn9Ky8,Food & Drink,none,
Manli Resort,"Manli Resort Quảng Bình is a beachfront resort located on Trương Pháp Street in Đồng Hới, just a few minutes’ walk from Nhật Lệ Beach and the nearby Ho Bàu Tró wetland area. The property offers around 100 air‑conditioned rooms with comfortable beds, minibars, flat‑screen TVs, safes, and modern bathrooms. Guests can enjoy an outdoor swimming pool with sun loungers, a landscaped garden, and private beach access. Onsite facilities include a restaurant, bar, free breakfast, Wi‑Fi, parking, bicycle rentals, laundry, and optional airport shuttle service. With helpful staff, clean accommodations, and a prime seaside location, it’s a great choice for combining a beach holiday in Đồng Hới with trips to Phong Nha.","379 Trương Pháp, Quang Phú, Đồng Hới, Quảng Bình, Vietnam",842323868668,,https://manliresort.com/,17.50924982,106.614488,https://lh3.googleusercontent.com/gps-proxy/ALd4DhGwtzzZNH-HjpWECwruVGx5akvG1Q6PW5Ppj4vxEQTCWiu9-KkE358WgOcrD-UG5hCDqFNzBjpw5hw3n4K9ZcoALjWsC53SfYafjewE2vOEExrX-ArpZDVR77C-M99v8vwwxa12tKCbBBCBkEncwhKNo56d5_9O8XRFYOSt3VxsjwsWA3tHcMsg,,,3.8,303,https://maps.app.goo.gl/iFxySkwkDDtNvCNb8,Accommodation,affiliate,https://www.agoda.com/partners/partnersearch.aspx?pcs=1&cid=1945129&hl=en-us&hid=10666105
Mê Công Cafe,The family running this place are wonderful. Excellent spot for lunch and dinner. Perfect river/mountain view for sunset. Easy 5min motorcycle ride from the main street.,"J89W+QC2, Unnamed Road, Hưng Trạch, Bố Trạch, Quảng Bình, Vietnam",,,,17.61958439,106.3459625,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr0GG3N43YOSe_biqm6Mk4ytML1ln6UCqk0UteynelHFJzmb2xv7Q7DAWmNLwzh6EConYl9uGFwaQjTOkFlX63-1cmMsff6EwKxgdmDIOPQ8iD6Dk0gS6c9PKRDVIlszSvArvRF,,,4.9,26,https://maps.app.goo.gl/tQVjURPEohpSpkQQ6,Food & Drink,none,
Melia Vinpearl Quảng Bình,"Meliá Vinpearl Quảng Bình is a luxurious 5‑star hotel overlooking the Nhật Lệ River in the heart of Đồng Hới. Its prime location offers easy access to markets, city landmarks, and the beach, with the airport just a short drive away. The hotel features spacious rooms and suites with river or city views, modern amenities, and elegant decor. Guests can enjoy an indoor heated pool, spa, fitness center, and on‑site dining. With attentive service and premium facilities, it’s an ideal choice for both leisure and business travelers visiting Quảng Bình.","Quách Xuân Kỳ, Đồng Hải, Đồng Hới, Quảng Bình 47000, Vietnam",842323900888,,https://www.melia.com/en/hotels/vietnam/quang-binh/melia-vinpearl-quang-binh?utm_campaign=google&utm_content=5766&utm_medium=organic&utm_source=directories,17.46592067,106.6265348,https://lh3.googleusercontent.com/p/AF1QipOAeE17q_YCD1xLs4_GAp81-Zww68BNYexOxivK,,,4.9,2434,https://maps.app.goo.gl/3kCX5m3QRiXkZBd5A,Accommodation,affiliate,https://www.agoda.com/partners/partnersearch.aspx?pcs=1&cid=1945129&hl=en-us&hid=5663774
Mia's House,"Mia’s House is a charming and cozy homestay nestled in Bảo Ninh, just a short distance from downtown Đồng Hới and Nhật Lệ Beach. The property features three well-appointed bedrooms—with options including double, twin, or dorm—comfortable for up to 12 guests. Free Wi‑Fi, air-conditioning, daily housekeeping, and a tranquil garden with BBQ facilities add a homely and welcoming feel. Visitors often praise the friendly hosts, thoughtful touches like snack bar service, shuttle options, pet-friendliness, and its peaceful yet convenient location for both beach days and exploring Phong Nha.","91 Nguyễn Thị Định, Đồng Dương, Đồng Hới, Quảng Bình 510000",,,,17.4723643,106.6324095,https://images.trvl-media.com/lodging/25000000/24420000/24417800/24417770/32c827ab_z.jpg,https://lh3.googleusercontent.com/p/AF1QipO6zNEmMEsGaWfCmrFSo5LCJhH2LwCK5kuHe20K=w1920-h1080-k-no,,4.5,8,https://maps.app.goo.gl/MSZBnjCqFXc7Ediv5,Accommodation,affiliate,https://www.agoda.com/partners/partnersearch.aspx?pcs=1&cid=1945129&hl=en-us&hid=16217457
Mộc Hoa Viên/Restaurant,"Mộc Hoa Viên is a charming riverside restaurant in Đồng Hới, offering beautiful views of the Nhật Lệ River. The restaurant features a garden‑style setting with open-air seating, perfect for enjoying fresh air and river breezes. Specializing in seafood, the menu includes dishes like grilled squid, prawns, fish hotpot, and seasonal specialties prepared with local flavors. With its relaxing atmosphere and friendly service, it’s a popular choice for both locals and visitors looking for a scenic dining experience.","H7J4+V29 Moc Hoa Viên Chày Lập, Phúc Trạch, Bố Trạch, Quảng Bình, Vietnam",84914882993,,,17.58236549,106.2551269,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrlAsP9uAdLnoU-M8P-TW1a5YpiQKzDy-9eGR6N9yjZSGUxneOYycUs1cjuga1fyuMrroZJYHjE9VKaiOU_DOF3txH-Gp8dF4vDS79J0z4gKqxnOJe-Hlt7qKEK9J8guedUjP_J,,,4.9,61,https://maps.app.goo.gl/UQREaYPyJynLrfw27,Food & Drink,,
Mộc Nhiên Quán,"Mộc Nhiên Quán is a serene vegetarian restaurant set amid lush greenery on the outskirts of Phong Nha, offering peaceful ambiance and wholesome local cuisine. The menu features traditional vegetarian dishes such as sour rib hotpot, fermented crab noodle soup, tamarind-pickled beef salad, and garlic-flamed eggs—each prepared with distinctive Vietnamese flavors. It’s ideal for visitors seeking light yet flavorful meals in a relaxed, natural setting with capacity for groups and private gatherings. The atmosphere is calm and welcoming, making it a great choice for enjoying healthy, authentic cuisine away from the bustle.","thôn 1, Bố Trạch District, Quảng Bình",+84 818 952 281,,,17.6434574,106.2621512,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noAxyGVMJ20M0-gH6dqr30W_cyHV18plwBDmI9tKTHX62VeBYqdSNCmoRvOJFVqgybUUjfnpRKpk6im8i2QAqPKrmosQscV1ULvxkkTT__FbmdFHDtKYllljuzq8-oMDCS0_m-hTA=w1920-h1080-k-no,https://lh3.googleusercontent.com/p/AF1QipNI7e4hXpMGPbsxCAPKQKPrKVmf67580WMLwdDC=w1920-h1080-k-no,,4.6,29,https://maps.app.goo.gl/ujJ1SiZbi3zatHUE7,Food & Drink,none,
Monkey Bridge - Cuong Rung Farm,"Monkey Bridge – Cuong Rung Farm is a rustic countryside attraction near Phong Nha that offers visitors a taste of rural Vietnamese life. The highlight is its traditional wooden “monkey bridge” crossing a calm river, perfect for photos and a bit of fun. The farm also features gardens, animals, and peaceful walking paths, making it a relaxing stop for families and nature lovers. It’s a great place to enjoy fresh air, try local food, and see authentic village life up close.","Bồng Lai, Bố Trạch District, Quảng Bình",+84 969 013 681,,,17.5860329,106.3481038,https://lh3.googleusercontent.com/p/AF1QipOHJ4IBq0gb12yjsA9MJQK6pmi5Avs1LESthk-d=w1920-h1080-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqiSv7BldQbQ0hIehZ-Zaonwfej6z7yPM0f6kzKkn9G1iNnu28iKLn2YLN0qg9522oE3nht5z7rT5KyBHH1dwfaMQE5MtxVLbSXXBYXIT88FFBOUNfVzmQtfNKPe_N0zg5KTbE=w1920-h1080-k-no,,4.9,1032,https://maps.app.goo.gl/JN1JgZTERnShMxaG8,Attraction,none,
Nam Long Plus hotel,"Nam Long Plus Hotel is a friendly, family-run hotel in Đồng Hới, just a short walk from the Nhật Lệ River, the beach, and the city center. The hotel offers comfortable, air‑conditioned rooms with views of the city, river, or sea. Guests can enjoy free Wi‑Fi, parking, and bike rentals, as well as helpful services for booking tours to Phong Nha and other attractions. With its central location and warm hospitality, it’s a convenient and budget‑friendly choice for travelers.",28A Phan Chu Trinh,+84 918 923 595,,,17.4783081,106.6231399,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np39FXXVrx4Nm-Tu8PfuAzfT2LqALxMZJSTtXvwNookYMnFrP5-cRsKD0iZqbLh2TZoBmID2Clkdl9AmTEu_6IL8955YeIzbenlUPWXR8qtjs6Xqxbs44a1IU4afjNha_JL4fgmRA=w1920-h1080-k-no,,,4.5,339,https://maps.app.goo.gl/hJvcwVds3q1XhFeY6,Accommodation,affiliate,https://www.agoda.com/partners/partnersearch.aspx?pcs=1&cid=1945129&hl=en-us&hid=546528
